Цена(RUB),Цена(USD),Цена(BYN),Бренд,Дней,Откуда-куда,Когда,Длител1,Длител2,Ссылка,Время проверки,История цен(USD)
56733,735,2269,EtihadAirways,30,Москва-Бангкок,5ноя-5дек,1д4ч,1д10ч35м,https://www.aviasales.ru/search/MOW0511BKK05121 ,2023-05-13 12:32:26,735<-775<-
56795,736,2271,EtihadAirways,29,Москва-Бангкок,5ноя-4дек,1д4ч,17ч20м,https://www.aviasales.ru/search/MOW0511BKK04121 ,2023-05-13 12:32:52,736<-775<-790<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,5ноя-3дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0511BKK03121 ,2023-05-13 12:33:19,744<-757<-773<-
55582,720,2223,EtihadAirways,27,Москва-Бангкок,5ноя-2дек,1д4ч,14ч55м,https://www.aviasales.ru/search/MOW0511BKK02121 ,2023-05-13 12:33:45,720<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,6ноя-6дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW0611BKK06121 ,2023-05-13 12:34:10,809<-
59212,767,2368,Аэрофлот,29,Москва-Бангкок,6ноя-5дек,15ч30м,20ч30м,https://www.aviasales.ru/search/MOW0611BKK05121 ,2023-05-13 12:34:35,767<-797<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,6ноя-4дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW0611BKK04121 ,2023-05-13 12:35:01,744<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,6ноя-3дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW0611BKK03121 ,2023-05-13 12:35:26,744<-757<-773<-
58984,764,2359,EtihadAirways,30,Москва-Бангкок,7ноя-7дек,1д4ч,1д10ч35м,https://www.aviasales.ru/search/MOW0711BKK07121 ,2023-05-13 12:35:51,764<-790<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,7ноя-6дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0711BKK06121 ,2023-05-13 12:36:17,809<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,7ноя-5дек,14ч05м,1д3ч40м,https://www.aviasales.ru/search/MOW0711BKK05121 ,2023-05-13 12:36:42,744<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,7ноя-4дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0711BKK04121 ,2023-05-13 12:37:10,744<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,8ноя-8дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW0811BKK08121 ,2023-05-13 12:37:37,809<-823<-840<-
58921,763,2356,EtihadAirways,29,Москва-Бангкок,8ноя-7дек,1д4ч,1д10ч35м,https://www.aviasales.ru/search/MOW0811BKK07121 ,2023-05-13 12:38:03,763<-775<-790<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,8ноя-6дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW0811BKK06121 ,2023-05-13 12:38:28,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,8ноя-5дек,17ч50м,1д3ч40м,https://www.aviasales.ru/search/MOW0811BKK05121 ,2023-05-13 12:38:54,744<-757<-769<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,9ноя-9дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0911BKK09121 ,2023-05-13 12:39:19,809<-823<-840<-
61287,794,2451,Аэрофлот,29,Москва-Бангкок,9ноя-8дек,1д6ч40м,20ч30м,https://www.aviasales.ru/search/MOW0911BKK08121 ,2023-05-13 12:39:44,794<-809<-824<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,9ноя-7дек,14ч05м,1д3ч40м,https://www.aviasales.ru/search/MOW0911BKK07121 ,2023-05-13 12:40:10,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,9ноя-6дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0911BKK06121 ,2023-05-13 12:40:35,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,10ноя-10дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1011BKK10121 ,2023-05-13 12:41:01,809<-823<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,10ноя-9дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1011BKK09121 ,2023-05-13 12:41:26,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,10ноя-8дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1011BKK08121 ,2023-05-13 12:41:52,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,10ноя-7дек,14ч05м,1д3ч40м,https://www.aviasales.ru/search/MOW1011BKK07121 ,2023-05-13 12:42:17,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,11ноя-11дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1111BKK11121 ,2023-05-13 12:42:42,809<-823<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,11ноя-10дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1111BKK10121 ,2023-05-13 12:43:08,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,11ноя-9дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1111BKK09121 ,2023-05-13 12:43:33,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,11ноя-8дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1111BKK08121 ,2023-05-13 12:43:59,744<-757<-769<-
59212,767,2368,Аэрофлот,30,Москва-Бангкок,12ноя-12дек,16ч55м,20ч30м,https://www.aviasales.ru/search/MOW1211BKK12121 ,2023-05-13 12:44:24,767<-781<-797<-
61287,794,2451,Аэрофлот,29,Москва-Бангкок,12ноя-11дек,16ч55м,14ч40м,https://www.aviasales.ru/search/MOW1211BKK11121 ,2023-05-13 12:44:50,794<-809<-824<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,12ноя-10дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1211BKK10121 ,2023-05-13 12:45:15,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,12ноя-9дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1211BKK09121 ,2023-05-13 12:45:41,744<-757<-773<-
55948,725,2237,Аэрофлот,30,Москва-Бангкок,13ноя-13дек,1д8ч05м,19ч,https://www.aviasales.ru/search/MOW1311BKK13121 ,2023-05-13 12:46:08,725<-
53732,696,2149,Аэрофлот,29,Москва-Бангкок,13ноя-12дек,1д8ч05м,20ч30м,https://www.aviasales.ru/search/MOW1311BKK12121 ,2023-05-13 12:46:34,696<-709<-723<-
55807,723,2232,Аэрофлот,28,Москва-Бангкок,13ноя-11дек,1д8ч05м,14ч40м,https://www.aviasales.ru/search/MOW1311BKK11121 ,2023-05-13 12:46:59,723<-736<-751<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,13ноя-10дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW1311BKK10121 ,2023-05-13 12:47:25,744<-757<-773<-
56155,727,2246,Аэрофлот,30,Москва-Бангкок,14ноя-14дек,17ч20м,15ч15м,https://www.aviasales.ru/search/MOW1411BKK14121 ,2023-05-13 12:47:50,727<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,14ноя-13дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1411BKK13121 ,2023-05-13 12:48:16,809<-823<-840<-
55437,718,2217,Аэрофлот,28,Москва-Бангкок,14ноя-12дек,17ч20м,20ч30м,https://www.aviasales.ru/search/MOW1411BKK12121 ,2023-05-13 12:48:41,718<-730<-
55807,723,2232,Аэрофлот,27,Москва-Бангкок,14ноя-11дек,17ч20м,14ч40м,https://www.aviasales.ru/search/MOW1411BKK11121 ,2023-05-13 12:49:06,723<-736<-751<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,15ноя-15дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW1511BKK15121 ,2023-05-13 12:49:32,809<-823<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,15ноя-14дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW1511BKK14121 ,2023-05-13 12:49:57,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,15ноя-13дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW1511BKK13121 ,2023-05-13 12:50:25,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,15ноя-12дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW1511BKK12121 ,2023-05-13 12:50:50,744<-757<-769<-
61428,796,2457,Аэрофлот,30,Москва-Бангкок,16ноя-16дек,1д6ч40м,19ч,https://www.aviasales.ru/search/MOW1611BKK16121 ,2023-05-13 12:51:16,796<-
59212,767,2368,Аэрофлот,29,Москва-Бангкок,16ноя-15дек,1д6ч40м,20ч30м,https://www.aviasales.ru/search/MOW1611BKK15121 ,2023-05-13 12:51:41,767<-781<-797<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,16ноя-14дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1611BKK14121 ,2023-05-13 12:52:06,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,16ноя-13дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1611BKK13121 ,2023-05-13 12:52:32,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,17ноя-17дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1711BKK17121 ,2023-05-13 12:52:57,809<-823<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,17ноя-16дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1711BKK16121 ,2023-05-13 12:53:23,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,17ноя-15дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1711BKK15121 ,2023-05-13 12:53:48,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,17ноя-14дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1711BKK14121 ,2023-05-13 12:54:13,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,18ноя-18дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1811BKK18121 ,2023-05-13 12:54:39,809<-823<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,18ноя-17дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1811BKK17121 ,2023-05-13 12:55:04,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,18ноя-16дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1811BKK16121 ,2023-05-13 12:55:30,744<-757<-769<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,18ноя-15дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1811BKK15121 ,2023-05-13 12:55:55,744<-757<-773<-
53732,696,2149,Аэрофлот,30,Москва-Бангкок,19ноя-19дек,16ч55м,20ч30м,https://www.aviasales.ru/search/MOW1911BKK19121 ,2023-05-13 12:56:20,696<-709<-723<-
53732,696,2149,Аэрофлот,29,Москва-Бангкок,19ноя-18дек,16ч55м,14ч40м,https://www.aviasales.ru/search/MOW1911BKK18121 ,2023-05-13 12:56:48,696<-709<-723<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,19ноя-17дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1911BKK17121 ,2023-05-13 12:57:13,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,19ноя-16дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW1911BKK16121 ,2023-05-13 12:57:39,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,20ноя-20дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2011BKK20121 ,2023-05-13 12:58:04,809<-823<-840<-
53732,696,2149,Аэрофлот,29,Москва-Бангкок,20ноя-19дек,15ч30м,20ч30м,https://www.aviasales.ru/search/MOW2011BKK19121 ,2023-05-13 12:58:30,696<-709<-723<-
53732,696,2149,Аэрофлот,28,Москва-Бангкок,20ноя-18дек,15ч30м,14ч40м,https://www.aviasales.ru/search/MOW2011BKK18121 ,2023-05-13 12:58:55,696<-709<-723<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,20ноя-17дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2011BKK17121 ,2023-05-13 12:59:20,744<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,21ноя-21дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2111BKK21121 ,2023-05-13 12:59:48,809<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,21ноя-20дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2111BKK20121 ,2023-05-13 13:00:13,809<-823<-840<-
55437,718,2217,Аэрофлот,28,Москва-Бангкок,21ноя-19дек,17ч20м,20ч30м,https://www.aviasales.ru/search/MOW2111BKK19121 ,2023-05-13 13:00:39,718<-716<-730<-
53732,696,2149,Аэрофлот,27,Москва-Бангкок,21ноя-18дек,17ч20м,14ч40м,https://www.aviasales.ru/search/MOW2111BKK18121 ,2023-05-13 13:01:04,696<-709<-723<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,22ноя-22дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2211BKK22121 ,2023-05-13 13:01:30,809<-823<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,22ноя-21дек,1д6ч40м,22ч35м,https://www.aviasales.ru/search/MOW2211BKK21121 ,2023-05-13 13:03:39,809<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,22ноя-20дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2211BKK20121 ,2023-05-13 13:04:05,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,22ноя-19дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2211BKK19121 ,2023-05-13 13:04:30,744<-757<-773<-
55948,725,2237,Аэрофлот,30,Москва-Бангкок,23ноя-23дек,1д6ч40м,19ч,https://www.aviasales.ru/search/MOW2311BKK23121 ,2023-05-13 13:04:55,725<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,23ноя-22дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2311BKK22121 ,2023-05-13 13:05:21,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,23ноя-21дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2311BKK21121 ,2023-05-13 13:05:46,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,23ноя-20дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2311BKK20121 ,2023-05-13 13:06:14,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,24ноя-24дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2411BKK24121 ,2023-05-13 13:06:39,809<-823<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,24ноя-23дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2411BKK23121 ,2023-05-13 13:07:07,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,24ноя-22дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2411BKK22121 ,2023-05-13 13:07:32,744<-757<-769<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,24ноя-21дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2411BKK21121 ,2023-05-13 13:07:58,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,25ноя-25дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2511BKK25121 ,2023-05-13 13:08:23,809<-823<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,25ноя-24дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2511BKK24121 ,2023-05-13 13:08:48,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,25ноя-23дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2511BKK23121 ,2023-05-13 13:09:14,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,25ноя-22дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2511BKK22121 ,2023-05-13 13:09:39,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,26ноя-26дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2611BKK26121 ,2023-05-13 13:10:05,809<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,26ноя-25дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2611BKK25121 ,2023-05-13 13:10:30,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,26ноя-24дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2611BKK24121 ,2023-05-13 13:10:55,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,26ноя-23дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2611BKK23121 ,2023-05-13 13:11:21,744<-757<-769<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,27ноя-27дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2711BKK27121 ,2023-05-13 13:11:48,809<-823<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,27ноя-26дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2711BKK26121 ,2023-05-13 13:12:14,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,27ноя-25дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2711BKK25121 ,2023-05-13 13:12:39,744<-757<-769<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,27ноя-24дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2711BKK24121 ,2023-05-13 13:13:05,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,28ноя-28дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2811BKK28121 ,2023-05-13 13:13:35,809<-823<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,28ноя-27дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2811BKK27121 ,2023-05-13 13:14:00,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,28ноя-26дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2811BKK26121 ,2023-05-13 13:14:26,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,28ноя-25дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW2811BKK25121 ,2023-05-13 13:14:51,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,29ноя-29дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2911BKK29121 ,2023-05-13 13:15:16,809<-823<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,29ноя-28дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2911BKK28121 ,2023-05-13 13:15:42,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,29ноя-27дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2911BKK27121 ,2023-05-13 13:16:07,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,29ноя-26дек,17ч50м,22ч35м,https://www.aviasales.ru/search/MOW2911BKK26121 ,2023-05-13 13:16:33,744<-757<-773<-
61311,794,2452,Аэрофлот,30,Москва-Бангкок,30ноя-30дек,1д6ч40м,10ч10м,https://www.aviasales.ru/search/MOW3011BKK30121 ,2023-05-13 13:16:58,794<-809<-825<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,30ноя-29дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW3011BKK29121 ,2023-05-13 13:17:23,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,30ноя-28дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW3011BKK28121 ,2023-05-13 13:17:49,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,30ноя-27дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW3011BKK27121 ,2023-05-13 13:18:14,744<-757<-773<-
61311,794,2452,Аэрофлот,30,Москва-Бангкок,1дек-31дек,15ч55м,10ч15м,https://www.aviasales.ru/search/MOW0112BKK31121 ,2023-05-13 13:18:40,794<-809<-825<-
61311,794,2452,Аэрофлот,29,Москва-Бангкок,1дек-30дек,15ч55м,10ч10м,https://www.aviasales.ru/search/MOW0112BKK30121 ,2023-05-13 13:19:05,794<-809<-825<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,1дек-29дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0112BKK29121 ,2023-05-13 13:19:30,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,1дек-28дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0112BKK28121 ,2023-05-13 13:19:56,744<-757<-773<-
62460,809,2498,S7Airlines,30,Москва-Бангкок,2дек-1янв,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0212BKK01011 ,2023-05-13 13:20:21,809<-823<-840<-
62460,809,2498,S7Airlines,29,Москва-Бангкок,2дек-31дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0212BKK31121 ,2023-05-13 13:20:46,809<-823<-840<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,2дек-30дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0212BKK30121 ,2023-05-13 13:21:12,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,2дек-29дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0212BKK29121 ,2023-05-13 13:21:37,744<-757<-773<-
59212,767,2368,Аэрофлот,30,Москва-Бангкок,3дек-2янв,16ч55м,20ч30м,https://www.aviasales.ru/search/MOW0312BKK02011 ,2023-05-13 13:22:03,767<-781<-797<-
59212,767,2368,Аэрофлот,29,Москва-Бангкок,3дек-1янв,16ч55м,14ч40м,https://www.aviasales.ru/search/MOW0312BKK01011 ,2023-05-13 13:22:30,767<-781<-797<-
57480,744,2299,S7Airlines,28,Москва-Бангкок,3дек-31дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0312BKK31121 ,2023-05-13 13:22:56,744<-757<-773<-
57480,744,2299,S7Airlines,27,Москва-Бангкок,3дек-30дек,14ч05м,22ч35м,https://www.aviasales.ru/search/MOW0312BKK30121 ,2023-05-13 13:23:21,744<-757<-773<-
