Цена(RUB),Цена(USD),Цена(BYN),Бренд,Дней,Откуда-куда,Когда,Длител1,Длител2,Ссылка,Время проверки,История цен(USD)
60703,786,2428,Аэрофлот,29,Москва-Пхукет,28окт-26ноя,1д9ч20м,15ч50м,https://www.aviasales.ru/search/MOW2810HKT26111 ,2023-05-13 16:53:55,786<-791<-803<-
70216,910,2808,,28,Москва-Пхукет,28окт-25ноя,1д16ч20м,20ч50м,https://www.aviasales.ru/search/MOW2810HKT25111 ,2023-05-13 16:54:21,910<-903<-917<-
70216,910,2808,,27,Москва-Пхукет,28окт-24ноя,1д16ч20м,20ч55м,https://www.aviasales.ru/search/MOW2810HKT24111 ,2023-05-13 16:54:46,910<-903<-917<-
69309,898,2772,,30,Москва-Пхукет,29окт-28ноя,1д1ч10м,22ч20м,https://www.aviasales.ru/search/MOW2910HKT28111 ,2023-05-13 16:55:12,898<-950<-905<-
60703,786,2428,Аэрофлот,29,Москва-Пхукет,29окт-27ноя,18ч,15ч50м,https://www.aviasales.ru/search/MOW2910HKT27111 ,2023-05-13 16:55:38,786<-791<-803<-
60703,786,2428,Аэрофлот,28,Москва-Пхукет,29окт-26ноя,18ч,15ч50м,https://www.aviasales.ru/search/MOW2910HKT26111 ,2023-05-13 16:56:04,786<-791<-803<-
69309,898,2772,,27,Москва-Пхукет,29окт-25ноя,1д1ч10м,20ч50м,https://www.aviasales.ru/search/MOW2910HKT25111 ,2023-05-13 16:56:30,898<-950<-905<-
69151,896,2766,,30,Москва-Пхукет,30окт-29ноя,2д3ч20м,21ч45м,https://www.aviasales.ru/search/MOW3010HKT29111 ,2023-05-13 16:56:56,896<-
69151,896,2766,,29,Москва-Пхукет,30окт-28ноя,2д21ч35м,1д2ч35м,https://www.aviasales.ru/search/MOW3010HKT28111 ,2023-05-13 16:57:22,896<-
57727,748,2309,Аэрофлот,28,Москва-Пхукет,30окт-27ноя,17ч05м,15ч50м,https://www.aviasales.ru/search/MOW3010HKT27111 ,2023-05-13 16:57:47,748<-
57727,748,2309,Аэрофлот,27,Москва-Пхукет,30окт-26ноя,1д2ч20м,15ч50м,https://www.aviasales.ru/search/MOW3010HKT26111 ,2023-05-13 16:58:13,748<-764<-
69556,901,2782,,30,Москва-Пхукет,31окт-30ноя,21ч50м,1д20ч55м,https://www.aviasales.ru/search/MOW3110HKT30111 ,2023-05-13 16:58:41,901<-895<-909<-
69151,896,2766,,29,Москва-Пхукет,31окт-29ноя,1д3ч20м,21ч45м,https://www.aviasales.ru/search/MOW3110HKT29111 ,2023-05-13 16:59:07,896<-
69151,896,2766,,28,Москва-Пхукет,31окт-28ноя,1д21ч35м,1д2ч35м,https://www.aviasales.ru/search/MOW3110HKT28111 ,2023-05-13 16:59:33,896<-
69151,896,2766,,27,Москва-Пхукет,31окт-27ноя,1д21ч35м,1д13ч55м,https://www.aviasales.ru/search/MOW3110HKT27111 ,2023-05-13 16:59:59,896<-
72978,945,2919,,30,Москва-Пхукет,1ноя-1дек,16ч50м,18ч55м,https://www.aviasales.ru/search/MOW0111HKT01121 ,2023-05-13 17:00:25,945<-957<-972<-
79465,1029,3178,OmanAir,29,Москва-Пхукет,1ноя-30ноя,15ч40м,1д4ч40м,https://www.aviasales.ru/search/MOW0111HKT30111 ,2023-05-13 17:00:53,1029<-
76543,992,3061,QatarAirways,28,Москва-Пхукет,1ноя-29ноя,23ч45м,16ч10м,https://www.aviasales.ru/search/MOW0111HKT29111 ,2023-05-13 17:01:21,992<-
71995,933,2879,,27,Москва-Пхукет,1ноя-28ноя,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0111HKT28111 ,2023-05-13 17:01:48,933<-947<-
72978,945,2919,EtihadAirways,30,Москва-Пхукет,2ноя-2дек,16ч50м,21ч25м,https://www.aviasales.ru/search/MOW0211HKT02121 ,2023-05-13 17:02:14,945<-
72978,945,2919,,29,Москва-Пхукет,2ноя-1дек,14ч15м,18ч55м,https://www.aviasales.ru/search/MOW0211HKT01121 ,2023-05-13 17:02:41,945<-972<-
57727,748,2309,Аэрофлот,28,Москва-Пхукет,2ноя-30ноя,1д2ч20м,15ч50м,https://www.aviasales.ru/search/MOW0211HKT30111 ,2023-05-13 17:03:07,748<-764<-
74708,968,2988,,27,Москва-Пхукет,2ноя-29ноя,16ч50м,1д6ч20м,https://www.aviasales.ru/search/MOW0211HKT29111 ,2023-05-13 17:03:33,968<-998<-
66209,858,2648,AirChina,30,Москва-Пхукет,3ноя-3дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW0311HKT03121 ,2023-05-13 17:03:59,858<-
66209,858,2648,AirChina,29,Москва-Пхукет,3ноя-2дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW0311HKT02121 ,2023-05-13 17:04:24,858<-
68616,889,2744,AirChina,28,Москва-Пхукет,3ноя-1дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW0311HKT01121 ,2023-05-13 17:04:50,889<-
78445,1016,3137,,27,Москва-Пхукет,3ноя-30ноя,16ч50м,1д14ч35м,https://www.aviasales.ru/search/MOW0311HKT30111 ,2023-05-13 17:05:18,1016<-1032<-1048<-
55652,721,2226,Аэрофлот,30,Москва-Пхукет,4ноя-4дек,1д8ч45м,15ч50м,https://www.aviasales.ru/search/MOW0411HKT04121 ,2023-05-13 17:05:46,721<-743<-
55652,721,2226,Аэрофлот,29,Москва-Пхукет,4ноя-3дек,1д8ч45м,1д1ч25м,https://www.aviasales.ru/search/MOW0411HKT03121 ,2023-05-13 17:06:12,721<-732<-743<-
74218,961,2968,,28,Москва-Пхукет,4ноя-2дек,1д8ч45м,1д14ч35м,https://www.aviasales.ru/search/MOW0411HKT02121 ,2023-05-13 17:06:40,961<-974<-989<-
74218,961,2968,,27,Москва-Пхукет,4ноя-1дек,1д8ч45м,18ч55м,https://www.aviasales.ru/search/MOW0411HKT01121 ,2023-05-13 17:07:06,961<-974<-989<-
72133,934,2885,,30,Москва-Пхукет,5ноя-5дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0511HKT05121 ,2023-05-13 17:07:32,934<-949<-964<-
55652,721,2226,Аэрофлот,29,Москва-Пхукет,5ноя-4дек,18ч,15ч50м,https://www.aviasales.ru/search/MOW0511HKT04121 ,2023-05-13 17:07:57,721<-732<-743<-
55652,721,2226,Аэрофлот,28,Москва-Пхукет,5ноя-3дек,18ч,1д1ч25м,https://www.aviasales.ru/search/MOW0511HKT03121 ,2023-05-13 17:08:26,721<-732<-743<-
74218,961,2968,,27,Москва-Пхукет,5ноя-2дек,18ч,1д14ч35м,https://www.aviasales.ru/search/MOW0511HKT02121 ,2023-05-13 17:08:54,961<-974<-989<-
67617,876,2704,,30,Москва-Пхукет,6ноя-6дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0611HKT06121 ,2023-05-13 17:09:22,876<-938<-
64695,838,2587,,29,Москва-Пхукет,6ноя-5дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0611HKT05121 ,2023-05-13 17:09:50,838<-951<-902<-
55652,721,2226,Аэрофлот,28,Москва-Пхукет,6ноя-4дек,17ч05м,15ч50м,https://www.aviasales.ru/search/MOW0611HKT04121 ,2023-05-13 17:10:18,721<-732<-743<-
55652,721,2226,Аэрофлот,27,Москва-Пхукет,6ноя-3дек,1д2ч20м,1д1ч25м,https://www.aviasales.ru/search/MOW0611HKT03121 ,2023-05-13 17:10:46,721<-732<-
64809,839,2592,,30,Москва-Пхукет,7ноя-7дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0711HKT07121 ,2023-05-13 17:11:14,839<-889<-
67617,876,2704,,29,Москва-Пхукет,7ноя-6дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0711HKT06121 ,2023-05-13 17:11:42,876<-925<-
64695,838,2587,,28,Москва-Пхукет,7ноя-5дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0711HKT05121 ,2023-05-13 17:12:10,838<-888<-
61983,803,2479,EtihadAirways,27,Москва-Пхукет,7ноя-4дек,16ч50м,16ч50м,https://www.aviasales.ru/search/MOW0711HKT04121 ,2023-05-13 17:12:38,803<-
66209,858,2648,AirChina,30,Москва-Пхукет,8ноя-8дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW0811HKT08121 ,2023-05-13 17:13:04,858<-
64809,839,2592,,29,Москва-Пхукет,8ноя-7дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0811HKT07121 ,2023-05-13 17:13:32,839<-889<-903<-
67617,876,2704,,28,Москва-Пхукет,8ноя-6дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0811HKT06121 ,2023-05-13 17:13:58,876<-938<-
64695,838,2587,,27,Москва-Пхукет,8ноя-5дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0811HKT05121 ,2023-05-13 17:14:23,838<-888<-902<-
81664,1058,3266,,30,Москва-Пхукет,9ноя-9дек,15ч50м,1д3ч25м,https://www.aviasales.ru/search/MOW0911HKT09121 ,2023-05-13 17:14:49,1058<-1094<-
66209,858,2648,AirChina,29,Москва-Пхукет,9ноя-8дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW0911HKT08121 ,2023-05-13 17:15:17,858<-874<-
55652,721,2226,Аэрофлот,28,Москва-Пхукет,9ноя-7дек,1д2ч20м,15ч50м,https://www.aviasales.ru/search/MOW0911HKT07121 ,2023-05-13 17:15:42,721<-732<-
67617,876,2704,,27,Москва-Пхукет,9ноя-6дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW0911HKT06121 ,2023-05-13 17:16:08,876<-938<-
77023,998,3080,,30,Москва-Пхукет,10ноя-10дек,16ч50м,1д18ч55м,https://www.aviasales.ru/search/MOW1011HKT10121 ,2023-05-13 17:16:33,998<-
82922,1074,3316,OmanAir,29,Москва-Пхукет,10ноя-9дек,15ч40м,1д4ч40м,https://www.aviasales.ru/search/MOW1011HKT09121 ,2023-05-13 17:16:58,1074<-1150<-
74724,968,2988,EtihadAirways,28,Москва-Пхукет,10ноя-8дек,16ч50м,21ч,https://www.aviasales.ru/search/MOW1011HKT08121 ,2023-05-13 17:17:24,968<-980<-995<-
69368,899,2774,,27,Москва-Пхукет,10ноя-7дек,16ч50м,1д2ч,https://www.aviasales.ru/search/MOW1011HKT07121 ,2023-05-13 17:17:49,899<-912<-926<-
55652,721,2226,Аэрофлот,30,Москва-Пхукет,11ноя-11дек,1д8ч45м,15ч50м,https://www.aviasales.ru/search/MOW1111HKT11121 ,2023-05-13 17:18:15,721<-732<-743<-
55652,721,2226,Аэрофлот,29,Москва-Пхукет,11ноя-10дек,1д6ч05м,15ч50м,https://www.aviasales.ru/search/MOW1111HKT10121 ,2023-05-13 17:18:40,721<-
83944,1087,3357,,28,Москва-Пхукет,11ноя-9дек,15ч50м,1д3ч25м,https://www.aviasales.ru/search/MOW1111HKT09121 ,2023-05-13 17:19:05,1087<-1124<-
70881,918,2835,EtihadAirways,27,Москва-Пхукет,11ноя-8дек,16ч50м,21ч,https://www.aviasales.ru/search/MOW1111HKT08121 ,2023-05-13 17:19:31,918<-
76545,992,3061,QatarAirways,30,Москва-Пхукет,12ноя-12дек,15ч55м,16ч10м,https://www.aviasales.ru/search/MOW1211HKT12121 ,2023-05-13 17:19:58,992<-1009<-1025<-
55652,721,2226,Аэрофлот,29,Москва-Пхукет,12ноя-11дек,18ч,15ч50м,https://www.aviasales.ru/search/MOW1211HKT11121 ,2023-05-13 17:20:24,721<-732<-743<-
55652,721,2226,Аэрофлот,28,Москва-Пхукет,12ноя-10дек,18ч,15ч50м,https://www.aviasales.ru/search/MOW1211HKT10121 ,2023-05-13 17:20:49,721<-732<-743<-
81194,1052,3247,OmanAir,27,Москва-Пхукет,12ноя-9дек,15ч40м,1д4ч40м,https://www.aviasales.ru/search/MOW1211HKT09121 ,2023-05-13 17:21:14,1052<-
69508,900,2780,,30,Москва-Пхукет,13ноя-13дек,16ч50м,18ч55м,https://www.aviasales.ru/search/MOW1311HKT13121 ,2023-05-13 17:21:40,900<-966<-
76543,992,3061,QatarAirways,29,Москва-Пхукет,13ноя-12дек,15ч50м,16ч10м,https://www.aviasales.ru/search/MOW1311HKT12121 ,2023-05-13 17:22:05,992<-1009<-1025<-
55652,721,2226,Аэрофлот,28,Москва-Пхукет,13ноя-11дек,17ч05м,15ч50м,https://www.aviasales.ru/search/MOW1311HKT11121 ,2023-05-13 17:22:31,721<-732<-743<-
55652,721,2226,Аэрофлот,27,Москва-Пхукет,13ноя-10дек,1д2ч20м,15ч50м,https://www.aviasales.ru/search/MOW1311HKT10121 ,2023-05-13 17:22:57,721<-732<-
73299,949,2931,Аэрофлот,30,Москва-Пхукет,14ноя-14дек,9ч20м,15ч50м,https://www.aviasales.ru/search/MOW1411HKT14121 ,2023-05-13 17:23:22,949<-
69508,900,2780,,29,Москва-Пхукет,14ноя-13дек,14ч15м,18ч55м,https://www.aviasales.ru/search/MOW1411HKT13121 ,2023-05-13 17:23:48,900<-951<-966<-
76543,992,3061,QatarAirways,28,Москва-Пхукет,14ноя-12дек,15ч50м,16ч10м,https://www.aviasales.ru/search/MOW1411HKT12121 ,2023-05-13 17:24:13,992<-1009<-1025<-
69508,900,2780,,27,Москва-Пхукет,14ноя-11дек,14ч15м,18ч55м,https://www.aviasales.ru/search/MOW1411HKT11121 ,2023-05-13 17:24:39,900<-
74006,959,2960,,30,Москва-Пхукет,15ноя-15дек,16ч50м,1д6ч20м,https://www.aviasales.ru/search/MOW1511HKT15121 ,2023-05-13 17:25:06,959<-
73299,949,2931,Аэрофлот,29,Москва-Пхукет,15ноя-14дек,9ч20м,15ч50м,https://www.aviasales.ru/search/MOW1511HKT14121 ,2023-05-13 17:25:31,949<-
69508,900,2780,,28,Москва-Пхукет,15ноя-13дек,16ч50м,18ч55м,https://www.aviasales.ru/search/MOW1511HKT13121 ,2023-05-13 17:25:59,900<-951<-966<-
76543,992,3061,QatarAirways,27,Москва-Пхукет,15ноя-12дек,15ч50м,16ч10м,https://www.aviasales.ru/search/MOW1511HKT12121 ,2023-05-13 17:26:24,992<-1009<-1025<-
76384,989,3055,,30,Москва-Пхукет,16ноя-16дек,16ч50м,1д1ч25м,https://www.aviasales.ru/search/MOW1611HKT16121 ,2023-05-13 17:26:50,989<-1002<-
74006,959,2960,,29,Москва-Пхукет,16ноя-15дек,16ч50м,1д6ч20м,https://www.aviasales.ru/search/MOW1611HKT15121 ,2023-05-13 17:27:15,959<-974<-1025<-
55652,721,2226,Аэрофлот,28,Москва-Пхукет,16ноя-14дек,1д2ч20м,15ч50м,https://www.aviasales.ru/search/MOW1611HKT14121 ,2023-05-13 17:27:41,721<-732<-
69508,900,2780,,27,Москва-Пхукет,16ноя-13дек,14ч15м,18ч55м,https://www.aviasales.ru/search/MOW1611HKT13121 ,2023-05-13 17:28:06,900<-914<-
72647,941,2905,,30,Москва-Пхукет,17ноя-17дек,16ч50м,1д23ч55м,https://www.aviasales.ru/search/MOW1711HKT17121 ,2023-05-13 17:28:31,941<-956<-
78129,1012,3125,,29,Москва-Пхукет,17ноя-16дек,16ч50м,1д1ч25м,https://www.aviasales.ru/search/MOW1711HKT16121 ,2023-05-13 17:28:59,1012<-1025<-
78129,1012,3125,,28,Москва-Пхукет,17ноя-15дек,16ч50м,1д1ч25м,https://www.aviasales.ru/search/MOW1711HKT15121 ,2023-05-13 17:29:27,1012<-1025<-
81194,1052,3247,OmanAir,27,Москва-Пхукет,17ноя-14дек,15ч40м,1д4ч40м,https://www.aviasales.ru/search/MOW1711HKT14121 ,2023-05-13 17:29:52,1052<-
55652,721,2226,Аэрофлот,30,Москва-Пхукет,18ноя-18дек,1д8ч45м,15ч50м,https://www.aviasales.ru/search/MOW1811HKT18121 ,2023-05-13 17:30:17,721<-743<-
55652,721,2226,Аэрофлот,29,Москва-Пхукет,18ноя-17дек,1д8ч45м,15ч50м,https://www.aviasales.ru/search/MOW1811HKT17121 ,2023-05-13 17:30:43,721<-743<-
66209,858,2648,AirChina,28,Москва-Пхукет,18ноя-16дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW1811HKT16121 ,2023-05-13 17:31:08,858<-874<-
66209,858,2648,AirChina,27,Москва-Пхукет,18ноя-15дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW1811HKT15121 ,2023-05-13 17:31:33,858<-874<-
76384,989,3055,,30,Москва-Пхукет,19ноя-19дек,16ч50м,1д1ч25м,https://www.aviasales.ru/search/MOW1911HKT19121 ,2023-05-13 17:31:59,989<-
55652,721,2226,Аэрофлот,29,Москва-Пхукет,19ноя-18дек,18ч,15ч50м,https://www.aviasales.ru/search/MOW1911HKT18121 ,2023-05-13 17:32:24,721<-732<-743<-
55652,721,2226,Аэрофлот,28,Москва-Пхукет,19ноя-17дек,18ч,15ч50м,https://www.aviasales.ru/search/MOW1911HKT17121 ,2023-05-13 17:32:50,721<-732<-743<-
76384,989,3055,,27,Москва-Пхукет,19ноя-16дек,16ч50м,1д1ч25м,https://www.aviasales.ru/search/MOW1911HKT16121 ,2023-05-13 17:33:15,989<-
58075,752,2323,Аэрофлот,30,Москва-Пхукет,20ноя-20дек,14ч25м,22ч55м,https://www.aviasales.ru/search/MOW2011HKT20121 ,2023-05-13 17:33:40,752<-
76384,989,3055,,29,Москва-Пхукет,20ноя-19дек,16ч50м,1д1ч25м,https://www.aviasales.ru/search/MOW2011HKT19121 ,2023-05-13 17:34:06,989<-
55652,721,2226,Аэрофлот,28,Москва-Пхукет,20ноя-18дек,17ч05м,15ч50м,https://www.aviasales.ru/search/MOW2011HKT18121 ,2023-05-13 17:34:31,721<-732<-743<-
55652,721,2226,Аэрофлот,27,Москва-Пхукет,20ноя-17дек,1д2ч20м,15ч50м,https://www.aviasales.ru/search/MOW2011HKT17121 ,2023-05-13 17:34:57,721<-732<-
66209,858,2648,AirChina,30,Москва-Пхукет,21ноя-21дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2111HKT21121 ,2023-05-13 17:35:22,858<-906<-
66209,858,2648,AirChina,29,Москва-Пхукет,21ноя-20дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2111HKT20121 ,2023-05-13 17:35:47,858<-906<-
66209,858,2648,AirChina,28,Москва-Пхукет,21ноя-19дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2111HKT19121 ,2023-05-13 17:36:13,858<-874<-
64809,839,2592,,27,Москва-Пхукет,21ноя-18дек,16ч50м,1д6ч20м,https://www.aviasales.ru/search/MOW2111HKT18121 ,2023-05-13 17:36:40,839<-889<-
71877,931,2875,QatarAirways,30,Москва-Пхукет,22ноя-22дек,15ч50м,15ч55м,https://www.aviasales.ru/search/MOW2211HKT22121 ,2023-05-13 17:37:06,931<-948<-963<-
75374,976,3014,Аэрофлот,29,Москва-Пхукет,22ноя-21дек,9ч20м,15ч50м,https://www.aviasales.ru/search/MOW2211HKT21121 ,2023-05-13 17:37:31,976<-991<-1006<-
76543,992,3061,QatarAirways,28,Москва-Пхукет,22ноя-20дек,15ч50м,16ч10м,https://www.aviasales.ru/search/MOW2211HKT20121 ,2023-05-13 17:37:57,992<-
71877,931,2875,QatarAirways,27,Москва-Пхукет,22ноя-19дек,15ч50м,16ч10м,https://www.aviasales.ru/search/MOW2211HKT19121 ,2023-05-13 17:38:22,931<-948<-963<-
66209,858,2648,AirChina,30,Москва-Пхукет,23ноя-23дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2311HKT23121 ,2023-05-13 17:38:48,858<-
60844,788,2433,Аэрофлот,29,Москва-Пхукет,23ноя-22дек,14ч25м,22ч25м,https://www.aviasales.ru/search/MOW2311HKT22121 ,2023-05-13 17:39:13,788<-
57727,748,2309,Аэрофлот,28,Москва-Пхукет,23ноя-21дек,1д2ч20м,15ч50м,https://www.aviasales.ru/search/MOW2311HKT21121 ,2023-05-13 17:39:39,748<-764<-
66209,858,2648,AirChina,27,Москва-Пхукет,23ноя-20дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2311HKT20121 ,2023-05-13 17:40:04,858<-906<-
75725,981,3029,,30,Москва-Пхукет,24ноя-24дек,19ч55м,1д23ч55м,https://www.aviasales.ru/search/MOW2411HKT24121 ,2023-05-13 17:40:30,981<-996<-1012<-
74078,960,2963,QatarAirways,29,Москва-Пхукет,24ноя-23дек,16ч05м,16ч10м,https://www.aviasales.ru/search/MOW2411HKT23121 ,2023-05-13 17:40:55,960<-977<-992<-
74078,960,2963,QatarAirways,28,Москва-Пхукет,24ноя-22дек,16ч05м,15ч55м,https://www.aviasales.ru/search/MOW2411HKT22121 ,2023-05-13 17:41:20,960<-977<-992<-
78716,1020,3148,,27,Москва-Пхукет,24ноя-21дек,19ч55м,1д14ч35м,https://www.aviasales.ru/search/MOW2411HKT21121 ,2023-05-13 17:41:46,1020<-1036<-
68616,889,2744,AirChina,30,Москва-Пхукет,25ноя-25дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2511HKT25121 ,2023-05-13 17:42:11,889<-906<-
73323,950,2932,Аэрофлот,29,Москва-Пхукет,25ноя-24дек,1д6ч05м,15ч50м,https://www.aviasales.ru/search/MOW2511HKT24121 ,2023-05-13 17:42:36,950<-980<-
66209,858,2648,AirChina,28,Москва-Пхукет,25ноя-23дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2511HKT23121 ,2023-05-13 17:43:02,858<-
66209,858,2648,AirChina,27,Москва-Пхукет,25ноя-22дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2511HKT22121 ,2023-05-13 17:43:29,858<-874<-
60843,788,2433,Аэрофлот,30,Москва-Пхукет,26ноя-26дек,18ч,22ч25м,https://www.aviasales.ru/search/MOW2611HKT26121 ,2023-05-13 17:43:55,788<-793<-
67617,876,2704,,29,Москва-Пхукет,26ноя-25дек,16ч50м,1д6ч20м,https://www.aviasales.ru/search/MOW2611HKT25121 ,2023-05-13 17:44:20,876<-
73323,950,2932,Аэрофлот,28,Москва-Пхукет,26ноя-24дек,18ч,15ч50м,https://www.aviasales.ru/search/MOW2611HKT24121 ,2023-05-13 17:44:45,950<-
71877,931,2875,QatarAirways,27,Москва-Пхукет,26ноя-23дек,15ч55м,16ч10м,https://www.aviasales.ru/search/MOW2611HKT23121 ,2023-05-13 17:45:11,931<-948<-963<-
76543,992,3061,QatarAirways,30,Москва-Пхукет,27ноя-27дек,15ч50м,16ч10м,https://www.aviasales.ru/search/MOW2711HKT27121 ,2023-05-13 17:45:36,992<-
66209,858,2648,AirChina,29,Москва-Пхукет,27ноя-26дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2711HKT26121 ,2023-05-13 17:46:02,858<-874<-
68616,889,2744,AirChina,28,Москва-Пхукет,27ноя-25дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2711HKT25121 ,2023-05-13 17:46:27,889<-906<-
73323,950,2932,Аэрофлот,27,Москва-Пхукет,27ноя-24дек,1д2ч20м,15ч50м,https://www.aviasales.ru/search/MOW2711HKT24121 ,2023-05-13 17:46:53,950<-
66209,858,2648,AirChina,30,Москва-Пхукет,28ноя-28дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2811HKT28121 ,2023-05-13 17:47:18,858<-
76543,992,3061,QatarAirways,29,Москва-Пхукет,28ноя-27дек,15ч50м,16ч10м,https://www.aviasales.ru/search/MOW2811HKT27121 ,2023-05-13 17:47:44,992<-1009<-
66209,858,2648,AirChina,28,Москва-Пхукет,28ноя-26дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2811HKT26121 ,2023-05-13 17:48:09,858<-874<-
68616,889,2744,AirChina,27,Москва-Пхукет,28ноя-25дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2811HKT25121 ,2023-05-13 17:48:37,889<-906<-
66209,858,2648,AirChina,30,Москва-Пхукет,29ноя-29дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2911HKT29121 ,2023-05-13 17:49:02,858<-
66209,858,2648,AirChina,29,Москва-Пхукет,29ноя-28дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2911HKT28121 ,2023-05-13 17:49:27,858<-
76543,992,3061,QatarAirways,28,Москва-Пхукет,29ноя-27дек,15ч50м,16ч10м,https://www.aviasales.ru/search/MOW2911HKT27121 ,2023-05-13 17:49:53,992<-1009<-
66209,858,2648,AirChina,27,Москва-Пхукет,29ноя-26дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW2911HKT26121 ,2023-05-13 17:50:18,858<-874<-
73671,954,2946,Аэрофлот,30,Москва-Пхукет,30ноя-30дек,14ч25м,22ч55м,https://www.aviasales.ru/search/MOW3011HKT30121 ,2023-05-13 17:50:44,954<-
66209,858,2648,AirChina,29,Москва-Пхукет,30ноя-29дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW3011HKT29121 ,2023-05-13 17:51:09,858<-
66209,858,2648,AirChina,28,Москва-Пхукет,30ноя-28дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW3011HKT28121 ,2023-05-13 17:51:35,858<-
82259,1066,3290,QatarAirways,27,Москва-Пхукет,30ноя-27дек,15ч50м,16ч10м,https://www.aviasales.ru/search/MOW3011HKT27121 ,2023-05-13 17:52:00,1066<-1085<-
78531,1017,3141,,30,Москва-Пхукет,1дек-31дек,19ч55м,1д23ч55м,https://www.aviasales.ru/search/MOW0112HKT31121 ,2023-05-13 17:52:25,1017<-
87920,1139,3516,OmanAir,29,Москва-Пхукет,1дек-30дек,15ч40м,1д4ч40м,https://www.aviasales.ru/search/MOW0112HKT30121 ,2023-05-13 17:52:53,1139<-
83215,1078,3328,,28,Москва-Пхукет,1дек-29дек,19ч55м,1д6ч20м,https://www.aviasales.ru/search/MOW0112HKT29121 ,2023-05-13 17:53:19,1078<-1112<-
86260,1117,3450,OmanAir,27,Москва-Пхукет,1дек-28дек,15ч40м,1д4ч40м,https://www.aviasales.ru/search/MOW0112HKT28121 ,2023-05-13 17:53:44,1117<-
64853,840,2594,Аэрофлот,30,Москва-Пхукет,2дек-1янв,1д8ч45м,15ч50м,https://www.aviasales.ru/search/MOW0212HKT01011 ,2023-05-13 17:54:10,840<-846<-859<-
62778,813,2511,Аэрофлот,29,Москва-Пхукет,2дек-31дек,1д8ч45м,1д1ч25м,https://www.aviasales.ru/search/MOW0212HKT31121 ,2023-05-13 17:54:35,813<-818<-831<-
86402,1119,3456,AirChina,28,Москва-Пхукет,2дек-30дек,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW0212HKT30121 ,2023-05-13 17:55:01,1119<-1140<-
83215,1078,3328,,27,Москва-Пхукет,2дек-29дек,17ч20м,1д6ч20м,https://www.aviasales.ru/search/MOW0212HKT29121 ,2023-05-13 17:55:26,1078<-1095<-
86402,1119,3456,AirChina,30,Москва-Пхукет,3дек-2янв,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW0312HKT02011 ,2023-05-13 17:55:52,1119<-998<-
64853,840,2594,Аэрофлот,29,Москва-Пхукет,3дек-1янв,18ч,15ч50м,https://www.aviasales.ru/search/MOW0312HKT01011 ,2023-05-13 17:56:17,840<-846<-859<-
62778,813,2511,Аэрофлот,28,Москва-Пхукет,3дек-31дек,18ч,1д1ч25м,https://www.aviasales.ru/search/MOW0312HKT31121 ,2023-05-13 17:56:43,813<-818<-831<-
86260,1117,3450,OmanAir,27,Москва-Пхукет,3дек-30дек,15ч40м,1д4ч40м,https://www.aviasales.ru/search/MOW0312HKT30121 ,2023-05-13 17:57:08,1117<-
86402,1119,3456,AirChina,30,Москва-Пхукет,4дек-3янв,19ч,1д1ч25м,https://www.aviasales.ru/search/MOW0412HKT03011 ,2023-05-13 17:57:36,1119<-
